148	1	T 661	258	593	204	P 0	0	1280	720	
149	1	T 662	270	592	219	P 0	0	1280	720	
150	1	T 661	285	597	232	P 0	0	1280	720	
151	1	T 665	298	604	243	P 0	0	1280	720	
152	1	T 674	309	616	252	P 0	0	1280	720	
153	1	T 683	319	627	267	P 0	0	1280	720	
154	1	T 696	327	632	275	P 0	0	1280	720	
155	1	T 704	341	646	288	P 0	0	1280	720	
156	1	T 711	354	655	298	P 0	0	1280	720	
157	1	T 722	363	666	304	P 0	0	1280	720	
158	1	T 731	366	680	307	P 0	0	1280	720	
159	1	T 744	370	691	313	P 0	0	1280	720	
160	1	T 758	376	705	320	P 0	0	1280	720	
161	1	T 771	380	717	331	P 0	0	1280	720	
162	1	T 780	394	722	340	P 0	0	1280	720	
163	1	T 790	406	727	354	P 0	0	1280	720	
164	1	T 793	417	730	372	P 0	0	1280	720	
165	1	T 797	430	737	387	P 0	0	1280	720	
166	1	T 798	447	735	399	P 0	0	1280	720	
167	1	T 799	460	734	409	P 0	0	1280	720	
168	1	T 799	469	736	417	P 0	0	1280	720	
169	1	T 800	478	734	425	P 0	0	1280	720	
170	1	T 800	488	730	437	P 0	0	1280	720	
171	1	T 795	497	730	444	P 0	0	1280	720	
172	1	T 789	505	706	456	P 0	0	1280	720	
173	1	T 775	519	689	464	P 0	0	1280	720	
174	1	T 757	530	668	470	P 0	0	1280	720	
175	1	T 738	534	646	473	P 0	0	1280	720	
176	1	T 716	536	627	477	P 0	0	1280	720	
177	1	T 610	477	676	538	P 0	0	1280	720	
178	1	T 695	537	594	479	P 0	0	1280	720	
179	1	T 660	538	580	480	P 0	0	1280	720	
180	1	T 644	536	564	477	P 0	0	1280	720	
181	1	T 631	540	553	476	P 0	0	1280	720	
182	1	T 609	533	532	468	P 0	0	1280	720	
183	1	T 600	529	522	452	P 0	0	1280	720	
184	1	T 586	507	510	429	P 0	0	1280	720	
185	1	T 577	490	502	404	P 0	0	1280	720	
186	1	T 569	464	501	381	P 0	0	1280	720	
187	1	T 565	438	495	354	P 0	0	1280	720	
188	1	T 564	413	494	337	P 0	0	1280	720	
189	1	T 560	391	491	320	P 0	0	1280	720	
190	1	T 556	379	489	306	P 0	0	1280	720	
191	1	T 553	364	484	295	P 0	0	1280	720	
192	1	T 550	350	484	284	P 0	0	1280	720	
193	1	T 548	337	488	274	P 0	0	1280	720	
194	1	T 550	330	492	265	P 0	0	1280	720	
195	1	T 558	327	495	261	P 0	0	1280	720	
196	1	T 565	319	508	260	P 0	0	1280	720	
197	1	T 574	320	512	265	P 0	0	1280	720	
198	1	T 577	323	519	277	P 0	0	1280	720	
199	1	T 585	332	536	293	P 0	0	1280	720	
200	1	T 600	352	548	300	P 0	0	1280	720	
201	1	T 616	356	567	307	P 0	0	1280	720	
202	1	T 634	361	582	307	P 0	0	1280	720	
203	1	T 647	362	585	308	P 0	0	1280	720	
204	1	T 653	364	594	309	P 0	0	1280	720	
205	1	T 658	366	595	312	P 0	0	1280	720	
206	1	T 662	370	599	315	P 0	0	1280	720	
207	1	T 664	372	596	320	P 0	0	1280	720	
208	1	T 662	378	597	323	P 0	0	1280	720	
209	1	T 660	378	596	326	P 0	0	1280	720	
210	1	T 662	378	595	329	P 0	0	1280	720	
211	1	T 659	381	599	332	P 0	0	1280	720	
212	1	T 661	384	596	332	P 0	0	1280	720	
213	1	T 662	383	601	335	P 0	0	1280	720	
214	1	T 665	389	597	334	P 0	0	1280	720	
215	1	T 665	385	603	335	P 0	0	1280	720	
216	1	T 668	387	600	334	P 0	0	1280	720	
217	1	T 667	390	600	334	P 0	0	1280	720	
218	1	T 666	390	600	334	P 0	0	1280	720	
219	1	T 665	389	587	335	P 0	0	1280	720	
220	1	T 659	389	584	334	P 0	0	1280	720	
221	1	T 652	387	583	337	P 0	0	1280	720	
222	1	T 648	387	582	336	P 0	0	1280	720	
223	1	T 644	394	582	337	P 0	0	1280	720	
224	1	T 640	386	583	335	P 0	0	1280	720	
225	1	T 641	385	576	333	P 0	0	1280	720	
226	1	T 638	385	577	330	P 0	0	1280	720	
227	1	T 639	381	578	326	P 0	0	1280	720	
228	1	T 637	379	568	322	P 0	0	1280	720	
229	1	T 629	376	565	337	P 0	0	1280	720	
230	1	T 625	390	566	339	P 0	0	1280	720	
231	1	T 630	392	572	336	P 0	0	1280	720	
232	1	T 637	390	574	324	P 0	0	1280	720	
233	1	T 640	383	572	309	P 0	0	1280	720	
234	1	T 639	366	576	289	P 0	0	1280	720	
235	1	T 639	345	579	275	P 0	0	1280	720	
236	1	T 647	334	583	267	P 0	0	1280	720	
237	1	T 654	329	588	262	P 0	0	1280	720	
238	1	T 653	318	594	253	P 0	0	1280	720	
239	1	T 660	313	594	245	P 0	0	1280	720	
240	1	T 666	305	609	239	P 0	0	1280	720	
241	1	T 669	297	609	233	P 0	0	1280	720	
242	1	T 678	294	612	229	P 0	0	1280	720	
243	1	T 680	283	613	225	P 0	0	1280	720	
244	1	T 681	281	612	220	P 0	0	1280	720	
245	1	T 682	277	613	222	P 0	0	1280	720	
246	1	T 680	280	615	225	P 0	0	1280	720	
247	1	T 679	280	609	232	P 0	0	1280	720	
248	1	T 680	291	608	243	P 0	0	1280	720	
249	1	T 674	300	603	256	P 0	0	1280	720	
250	1	T 669	319	600	266	P 0	0	1280	720	
251	1	T 667	325	599	283	P 0	0	1280	720	
252	1	T 659	337	591	293	P 0	0	1280	720	
253	1	T 659	351	592	301	P 0	0	1280	720	
254	1	T 657	354	590	304	P 0	0	1280	720	
255	1	T 655	358	587	309	P 0	0	1280	720	
256	1	T 652	364	581	309	P 0	0	1280	720	
257	1	T 649	362	576	308	P 0	0	1280	720	
258	1	T 647	366	578	307	P 0	0	1280	720	
259	1	T 646	362	577	304	P 0	0	1280	720	
260	1	T 644	357	574	300	P 0	0	1280	720	
261	1	T 638	352	578	291	P 0	0	1280	720	
262	1	T 643	348	573	287	P 0	0	1280	720	
263	1	T 640	341	578	280	P 0	0	1280	720	
264	1	T 642	335	577	273	P 0	0	1280	720	
265	1	T 640	326	584	271	P 0	0	1280	720	
266	1	T 644	322	581	271	P 0	0	1280	720	
267	1	T 643	328	584	275	P 0	0	1280	720	
268	1	T 645	325	582	273	P 0	0	1280	720	
269	1	T 645	323	582	275	P 0	0	1280	720	
270	1	T 646	329	587	273	P 0	0	1280	720	
271	1	T 649	325	587	272	P 0	0	1280	720	
272	1	T 648	329	584	272	P 0	0	1280	720	
273	1	T 652	325	588	276	P 0	0	1280	720	
274	1	T 652	326	590	275	P 0	0	1280	720	
275	1	T 652	330	592	277	P 0	0	1280	720	
276	1	T 654	331	584	279	P 0	0	1280	720	
277	1	T 655	331	592	283	P 0	0	1280	720	
278	1	T 660	338	595	285	P 0	0	1280	720	
279	1	T 659	336	597	290	P 0	0	1280	720	
280	1	T 657	343	602	293	P 0	0	1280	720	
281	1	T 659	343	599	299	P 0	0	1280	720	
282	1	T 662	350	600	305	P 0	0	1280	720	
283	1	T 661	359	597	306	P 0	0	1280	720	
284	1	T 663	359	605	311	P 0	0	1280	720	
285	1	T 665	359	604	311	P 0	0	1280	720	
